TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AnomalyScore
-0.0007655613992180169,-0.005176421586286654,-3.801782368065149e-05,-0.001115810446116114,-0.0009343753040986711,0.0002009619289818406,-0.00012675155276637736,3.778274329292093e-05,0.005401437132051887,0.001358954012262755,-0.00896454482592002,0.0033295827715382796,-0.03223191717870362
